"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",120,1,121,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",125,1,126,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",132,1,133,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",136,1,137,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",141,1,142,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",148,1,149,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",152,1,153,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",157,1,158,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",164,1,165,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",168,1,169,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",173,1,174,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",180,1,181,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",186,1,187,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",202,1,203,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/DataLibrary_Test.cls",231,1,232,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",35,1,36,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",66,1,67,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",85,1,86,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",111,1,112,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",128,1,129,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",144,1,145,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud.cls",165,1,166,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",17,1,18,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",21,1,22,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",27,1,28,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",45,1,46,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",49,1,50,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",58,1,59,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",74,1,75,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",78,1,79,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",86,1,87,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",96,1,97,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",100,1,101,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",106,1,107,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",119,1,120,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",123,1,124,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreDataCloud_Test.cls",129,1,130,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",7,65,7,66,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",115,1,116,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",160,23,160,24,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",161,36,161,37,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",220,1,221,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",239,1,240,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",251,1,252,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",267,1,268,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema.cls",290,57,290,58,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema_Test.cls",26,1,27,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema_Test.cls",49,1,50,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/ExploreOrgSchema_Test.cls",72,1,73,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent.cls",6,1,7,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent.cls",13,1,14,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent.cls",22,1,23,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent.cls",33,1,34,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent.cls",76,1,77,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent_Test.cls",12,1,13,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent_Test.cls",19,1,20,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent_Test.cls",33,1,34,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent_Test.cls",39,1,40,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/HeadlessAgent_Test.cls",48,1,49,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/NightlyMemoryConsolidation.cls",18,66,18,67,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/NotifyUser.cls",27,1,28,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/NotifyUser.cls",41,1,42,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/NotifyUser_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/NotifyUser_Test.cls",24,1,25,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater.cls",31,1,32,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater.cls",42,1,43,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater_Test.cls",13,1,14,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater_Test.cls",17,1,18,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater_Test.cls",25,1,26,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater_Test.cls",34,1,35,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PlanForLater_Test.cls",38,1,39,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations.cls",6,1,7,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations.cls",14,1,15,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations.cls",32,1,33,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations.cls",57,1,58,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations.cls",78,1,79,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations_Test.cls",11,1,12,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PresignedCitations_Test.cls",16,1,17,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PromptTemplate.cls",29,1,30,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PromptTemplate.cls",75,1,76,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PromptTemplate.cls",84,1,85,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/PromptTemplate_Test.cls",17,1,18,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud.cls",30,1,31,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud.cls",78,1,79,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud.cls",100,1,101,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",18,1,19,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",22,1,23,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",32,1,33,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",46,1,47,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",50,1,51,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",57,1,58,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",67,1,68,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",71,1,72,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryDataCloud_Test.cls",77,1,78,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/QueryRecordsWithSoql_Test.cls",4,1,5,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler.cls",8,1,9,1,"Found trailing whitespace at the end of a line of code.",
"NoTrailingWhitespace","regex",5,"Recommended,CodeStyle,Apex","force-app/main/default/classes/RunMyOrgButler.cls",22,1,23,1,"Found trailing whitespace at the end of a line of code.",
